cppi value,floor
9978.864001263375,9000.0
9981.989209709956,9000.0
9989.277415432567,9000.0
9975.456806199902,9000.0
9962.540033860045,9000.0
9975.42854647557,9000.0
9966.022753333978,9000.0
9969.915586922592,9000.0
9963.962391973715,9000.0
9968.391053128453,9000.0
9971.356552023597,9000.0
9981.368659631691,9000.0
9952.764899767139,9000.0
9963.905476926999,9000.0
9936.390633369427,9000.0
9936.124375715612,9000.0
9937.355156184993,9000.0
9928.035637002155,9000.0
9929.394318865398,9000.0
9923.077804792667,9000.0
9927.437310208114,9000.0
9933.541022977503,9000.0
9922.698508016714,9000.0
9940.405656580158,9000.0
9907.215332636246,9000.0
9895.853969706395,9000.0
9893.50347409306,9000.0
9896.185830792841,9000.0
9902.818050937232,9000.0
9900.716112025533,9000.0
9912.055826169126,9000.0
9916.891867836388,9000.0
9925.090158607716,9000.0
9933.382572545035,9000.0
9941.622928397726,9000.0
9945.416131679336,9000.0
9915.661287883271,9000.0
9915.459701300817,9000.0
9925.977810465749,9000.0
9926.16133436178,9000.0
9934.183123721998,9000.0
9933.091517839275,9000.0
9947.595486656757,9000.0
9960.332046916063,9000.0
9961.763906284088,9000.0
9969.965622933927,9000.0
9974.464882254997,9000.0
9963.755967282137,9000.0
9961.182970025042,9000.0
9956.802721566039,9000.0
9954.566350417019,9000.0
9951.409904860811,9000.0
9956.150298675677,9000.0
9937.563419207043,9000.0
9926.863809444829,9000.0
9916.935998631283,9000.0
9928.504509455473,9000.0
9930.544433398534,9000.0
9930.110624477433,9000.0
9938.633509995208,9000.0
9933.96687643301,9000.0
9930.982961714599,9000.0
9939.240580028325,9000.0
9925.959420243651,9000.0
9932.915697785305,9000.0
9931.233889001054,9000.0
9942.397472288389,9000.0
9934.713332014708,9000.0
9925.936699780406,9000.0
9895.006768192578,9000.0
9903.939971097243,9000.0
9920.750291471883,9000.0
9927.735471770953,9000.0
9937.60219874367,9000.0
9932.069660209889,9000.0
9946.279261926993,9000.0
9949.788971832204,9000.0
9949.834418712268,9000.0
9942.305446983144,9000.0
9942.856604715462,9000.0
9934.184754639742,9000.0
9926.771004949973,9000.0
9920.397558060451,9000.0
9925.100729983174,9000.0
9915.68389347129,9000.0
9926.244726073799,9000.0
9933.179179081568,9000.0
9926.296819751164,9000.0
9928.112519835595,9000.0
9939.178984942846,9000.0
9944.902072285167,9000.0
9946.335074488426,9000.0
9951.770251299635,9000.0
9952.214810422247,9000.0
9970.85848204172,9000.0
9981.133848407955,9000.0
9993.508630498005,9000.0
10007.090442720893,9000.0
10004.660249021672,9006.381398448804
10018.270708159484,9006.381398448804
10026.526232897715,9016.443637343535
10019.267599564677,9023.873609607945
10027.18620127505,9023.873609607945
10042.570000488831,9024.467581147544
10027.344630395368,9038.313000439948
10027.74940840793,9038.313000439948
10028.847030346966,9038.313000439948
10008.876336248022,9038.313000439948
9998.915207497608,9038.313000439948
9992.017985465947,9038.313000439948
9959.934623844249,9038.313000439948
9968.181631684189,9038.313000439948
9970.634017386792,9038.313000439948
9975.338474158048,9038.313000439948
9935.29634964958,9038.313000439948
9938.607109623092,9038.313000439948
9938.973153813417,9038.313000439948
9941.886808357049,9038.313000439948
9944.791884017015,9038.313000439948
9953.10061794761,9038.313000439948
9952.024956357247,9038.313000439948
9958.76684561973,9038.313000439948
9948.869995923818,9038.313000439948
9946.824972538827,9038.313000439948
9941.80090489512,9038.313000439948
9947.153409607216,9038.313000439948
9947.866047280866,9038.313000439948
9948.55668261404,9038.313000439948
9933.646934394828,9038.313000439948
9928.23782794528,9038.313000439948
9927.855079083463,9038.313000439948
9923.859427201307,9038.313000439948
9924.691815348537,9038.313000439948
9926.458139599428,9038.313000439948
9926.764289733388,9038.313000439948
9927.626539122317,9038.313000439948
9913.36805713293,9038.313000439948
9913.912018649753,9038.313000439948
9913.224094085315,9038.313000439948
9918.01625772999,9038.313000439948
9920.546204256952,9038.313000439948
9922.88174742138,9038.313000439948
9952.013121237782,9038.313000439948
9949.931366490699,9038.313000439948
9944.350252023061,9038.313000439948
9941.513064732373,9038.313000439948
9929.340357673418,9038.313000439948
9930.43209918289,9038.313000439948
9922.81579235969,9038.313000439948
9886.831378531215,9038.313000439948
9824.651579366555,9038.313000439948
9831.235722588695,9038.313000439948
9842.305332317967,9038.313000439948
9852.551202021536,9038.313000439948
9850.764104623317,9038.313000439948
9856.091278900203,9038.313000439948
9873.781835808326,9038.313000439948
9872.460333977666,9038.313000439948
9865.83183880538,9038.313000439948
9857.212381544432,9038.313000439948
9858.172606640563,9038.313000439948
9851.692917183098,9038.313000439948
9855.711576087662,9038.313000439948
9848.286613923054,9038.313000439948
9845.502601855222,9038.313000439948
9846.384469027205,9038.313000439948
9850.587054802181,9038.313000439948
9842.381022391923,9038.313000439948
9842.413343737977,9038.313000439948
9859.149389452643,9038.313000439948
9858.943863558117,9038.313000439948
9852.12732362911,9038.313000439948
9848.4036414332,9038.313000439948
9843.86352167965,9038.313000439948
9859.930069685985,9038.313000439948
9859.840539046763,9038.313000439948
9849.985399943056,9038.313000439948
9852.901750890844,9038.313000439948
9849.046771859661,9038.313000439948
9854.174719272109,9038.313000439948
9857.42011350523,9038.313000439948
9865.714346816769,9038.313000439948
9875.298397565855,9038.313000439948
9876.742482631147,9038.313000439948
9887.308540846918,9038.313000439948
9924.745879044494,9038.313000439948
9929.973694012078,9038.313000439948
9917.777046260264,9038.313000439948
9922.108632000305,9038.313000439948
9926.623519003319,9038.313000439948
9928.457066809133,9038.313000439948
9919.958216351726,9038.313000439948
9929.328604181123,9038.313000439948
9917.641763661148,9038.313000439948
9915.576012652386,9038.313000439948
9912.823954246065,9038.313000439948
9917.365963576494,9038.313000439948
9921.229103647442,9038.313000439948
9924.276201964747,9038.313000439948
9919.865324177053,9038.313000439948
9931.089704016913,9038.313000439948
9926.322263191596,9038.313000439948
9932.83508126187,9038.313000439948
9925.3947493999,9038.313000439948
9909.283492401548,9038.313000439948
9907.710094873797,9038.313000439948
9915.806955772263,9038.313000439948
9910.663572100138,9038.313000439948
9904.87109817384,9038.313000439948
9898.953560734262,9038.313000439948
9895.64266463533,9038.313000439948
9887.714722575412,9038.313000439948
9881.340184469896,9038.313000439948
9884.799844548603,9038.313000439948
9889.594860664516,9038.313000439948
9892.881807060341,9038.313000439948
9893.97116984097,9038.313000439948
9891.839578226398,9038.313000439948
9894.413587180734,9038.313000439948
9893.412696792144,9038.313000439948
9893.905354941593,9038.313000439948
9897.286237192056,9038.313000439948
9896.224818127883,9038.313000439948
9891.398805152197,9038.313000439948
9888.617277955433,9038.313000439948
9895.394644698332,9038.313000439948
9897.689129904098,9038.313000439948
9895.599776562558,9038.313000439948
9898.067255693652,9038.313000439948
9905.78011321184,9038.313000439948
9914.756240048222,9038.313000439948
9904.005957540337,9038.313000439948
9902.474522793167,9038.313000439948
9905.306961273362,9038.313000439948
9899.523091572642,9038.313000439948
9903.113510993606,9038.313000439948
9896.708251041287,9038.313000439948
9895.187360962773,9038.313000439948
9898.605069266452,9038.313000439948
9904.995120517007,9038.313000439948
9902.554377367891,9038.313000439948
9903.716120296893,9038.313000439948
9909.947446473769,9038.313000439948
9911.294393970455,9038.313000439948
9914.051766898105,9038.313000439948
9912.790423951137,9038.313000439948
9913.92342491585,9038.313000439948
9906.652612042431,9038.313000439948
9905.509970570714,9038.313000439948
9905.891158356531,9038.313000439948
9906.856949109491,9038.313000439948
9904.753919531362,9038.313000439948
9902.72392863212,9038.313000439948
9898.57178119599,9038.313000439948
9900.556476990758,9038.313000439948
9903.784555132024,9038.313000439948
9903.442441023923,9038.313000439948
9907.016232939804,9038.313000439948
9902.045910983228,9038.313000439948
9876.843417917698,9038.313000439948
9863.065605397316,9038.313000439948
9842.593145834655,9038.313000439948
9832.743192919246,9038.313000439948
9822.630282877999,9038.313000439948
9820.990721781322,9038.313000439948
9776.616084422734,9038.313000439948
9776.372608427115,9038.313000439948
9780.89655435912,9038.313000439948
9778.426195905224,9038.313000439948
9775.506562531184,9038.313000439948
9775.560182345867,9038.313000439948
9778.222364014106,9038.313000439948
9791.89659760441,9038.313000439948
9795.317191160098,9038.313000439948
9794.624054180234,9038.313000439948
9770.752418359036,9038.313000439948
9766.355296279693,9038.313000439948
9777.814068984875,9038.313000439948
9781.929361117765,9038.313000439948
9784.185522088208,9038.313000439948
9785.188078344954,9038.313000439948
9790.96265403116,9038.313000439948
9792.088482743133,9038.313000439948
9801.255439314937,9038.313000439948
9825.673389994608,9038.313000439948
9822.277730870625,9038.313000439948
9827.263182673116,9038.313000439948
9823.755255817723,9038.313000439948
9811.201964771755,9038.313000439948
9798.824249555948,9038.313000439948
9779.899793321212,9038.313000439948
9789.304456662989,9038.313000439948
9784.421376650835,9038.313000439948
9768.239758003227,9038.313000439948
9760.92595408419,9038.313000439948
9765.732915198385,9038.313000439948
9777.369088374635,9038.313000439948
9792.741647312832,9038.313000439948
9811.587413152578,9038.313000439948
9817.848920528791,9038.313000439948
9903.744068870246,9038.313000439948
9911.198345485704,9038.313000439948
9877.564112505026,9038.313000439948
9872.335239823813,9038.313000439948
9830.914801633664,9038.313000439948
9846.817356767147,9038.313000439948
9852.004415028923,9038.313000439948
9858.284271384287,9038.313000439948
9866.904943991653,9038.313000439948
9867.039085638806,9038.313000439948
9872.331018435485,9038.313000439948
9884.615231110622,9038.313000439948
9878.479811749605,9038.313000439948
9884.691325278276,9038.313000439948
9887.467318877203,9038.313000439948
9887.407761083834,9038.313000439948
9884.715911422983,9038.313000439948
9889.57241846596,9038.313000439948
9892.285135548984,9038.313000439948
9897.581003984575,9038.313000439948
